type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL	place	count
status	post_user_1008279892518211	1008279892518211_1672050322807828	https://www.facebook.com/1008279892518211/posts/1672050322807828	من المضحكات المبكيات، عند وصول مطار تونس الدولي كنت أترقب حقائبي فحصلت  على واحدة وغابت الأخرى. فذهبت وبلغت عن فقدان حقيبتى ثم مضيت في حال سبيلي مرتقبا الطائرة الأخرى. فبعد أربع ساعات تقريبا رن جرس هاتفي وأعلموني  بأنهم وجدوا حقيبتي الثانية. ذهبت لإستلامها فإذا بمواطن أعلمني أن زوجته إحد المسافرات أخذتها خطء. فكانت لدي حسن النية وقلت صار خير لكن تو جهت له بسؤال قائلا حينما نزعت البلاستيك الحافظ للحقيبة وتبين لك أنها ليست حقيبتكم لماذا فتحت القفل وكيف. فتلعثم ولم يعرف يرد علي. قلت في نفسي الحمد لله أنه لا توجد أغراض ثمينة في حقيبتي. فتبسمت وأخذت حقيبتي وانطلقت مسرعا للحاق بالطائرة. قصة أردت أن أصردها عليكم حتى تأخذوا حذركم.					2017-08-23T13:58:55+0000	1503496735	2017-08-23 15:58:55	9	4	10	3	17	4	1	3	5	0	9	0	1	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1673791625967031	https://www.facebook.com/1008279892518211/posts/1673791625967031	David Pawlo shared ‎تونسي مطبوع‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20994323_1949751285240095_289990592628332831_n.jpg?oh=08755fb6659f10982ca4038b2f0d6d51&oe=5A4BAF11	https://scontent.xx.fbcdn.net/v/t1.0-9/20994323_1949751285240095_289990592628332831_n.jpg?oh=e319f4330b5110f1cf707f63dbe4e6c9&oe=5A19E18C	https://www.facebook.com/1420201754861720/photos/a.1700302663518293.1073745195.1420201754861720/1949751285240095/?type=3	facebook.com	2017-08-24T01:10:52+0000	1503537052	2017-08-24 03:10:52	4	1	4	0	5	1	1	0	1	0	4	0	0	0	0	0	0	tunis	1
status	post_user_1008279892518211	1008279892518211_1674775839201943	https://www.facebook.com/1008279892518211/posts/1674775839201943	C hors sujet .. Mais c urgent ...  Bonjour les amis. On a besoin de 2 poches de sang O négatif à kairouan. Votre aide nous sera très utile. Contacter monsieur Khalil Alouini   22899855					2017-08-24T12:10:11+0000	1503576611	2017-08-24 14:10:11	1	0	1	2	3	0	0	0	0	0	1	0	0	0	0	0	0	kairouan	1
video	post_user_1008279892518211	1008279892518211_1669892093023651	https://www.facebook.com/1008279892518211/posts/1669892093023651	عين زغوان : سرقة دراجة هوائية طفل صغير من قبل سارق عمرو عمر البهيم ... الرجاء النشر الطفل الصغير في حالة على دراجتو  #حتى_الصغار_ماسلموش	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/21056534_1484025801619848_8332892679213940736_n.jpg?oh=f22b58c45988a74279586b819e06482c&oe=5A4BF237	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/21056534_1484025801619848_8332892679213940736_n.jpg?oh=aa978671f90e55603ad66e388fcd7fe7&oe=5A5EB415	https://www.facebook.com/Tunimiroirs/videos/1484025078286587/	facebook.com	2017-08-22T16:06:42+0000	1503418002	2017-08-22 18:06:42	25	35	79	52	166	35	18	17	44	0	25	1	15	3	9	25	0	zaghouan	1
photo	post_user_1008279892518211	1008279892518211_1674484285897765	https://www.facebook.com/1008279892518211/posts/1674484285897765	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20994382_1684822784902479_5304435783412572959_n.jpg?oh=90e97f88083407548ddcbc965fea5ebb&oe=5A1A210F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20994382_1684822784902479_5304435783412572959_n.jpg?oh=3c963e722f6f1ade5e75e9bf2e748e79&oe=5A126F1A	https://www.facebook.com/630521226999312/photos/a.1104390809612349.1073741887.630521226999312/1684822784902479/?type=3	facebook.com	2017-08-24T09:59:47+0000	1503568787	2017-08-24 11:59:47	8	0	9	3	12	0	0	0	0	0	8	1	0	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1669398173073043	https://www.facebook.com/1008279892518211/posts/1669398173073043	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/20953942_1682449241806500_665913259519071092_n.jpg?oh=194d865897f010681e1649bedf5f759d&oe=5A1D8C07	https://scontent.xx.fbcdn.net/v/t1.0-9/20953942_1682449241806500_665913259519071092_n.jpg?oh=ab50c5b8a0ff1d486ed082a55f286a7c&oe=5A1B4689	https://www.facebook.com/630521226999312/photos/a.1104390809612349.1073741887.630521226999312/1682449241806500/?type=3	facebook.com	2017-08-22T07:44:33+0000	1503387873	2017-08-22 09:44:33	64	27	89	9	125	26	14	12	31	0	63	13	0	11	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1668600486486145	https://www.facebook.com/1008279892518211/posts/1668600486486145	Vol tunisair Tunis Toulouse. L avion devait partir à 14h20.   L agent tunisair nous annonce qu ils vont nous ramener des repas. Retard 5 heures.   La salle est pleine. Des personnes âgées des enfants des bébés.    Inadmissible.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20953096_10214480874994964_8122188578466898371_n.jpg?oh=88b36a5ce5bc1277f0a49311ea137550&oe=5A4778A1	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20953096_10214480874994964_8122188578466898371_n.jpg?oh=4e3a7ac787fdde49ac45e9c81f533ec2&oe=5A571FAC	https://www.facebook.com/photo.php?fbid=10214480874994964&set=gm.1668600486486145&type=3	facebook.com	2017-08-21T13:46:23+0000	1503323183	2017-08-21 15:46:23	6	47	16	0	63	47	16	31	35	0	6	0	1	0	3	6	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1669587129720814	https://www.facebook.com/1008279892518211/posts/1669587129720814	أخيرا .. شكرا لوالي سوسة الي خذا الاجراءات اللازمة،  و ان شاء الله ما ترجعش حليمة لعادتها القديمة ..	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20994355_872194646289880_7551016787455650474_n.jpg?oh=a79287427661c15efe66c581d9337321&oe=5A18F795	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20994355_872194646289880_7551016787455650474_n.jpg?oh=a4d1b879eac6517479d35a6128bed463&oe=5A54A16A	https://www.facebook.com/photo.php?fbid=872194646289880&set=gm.1669587129720814&type=3	facebook.com	2017-08-22T12:09:52+0000	1503403792	2017-08-22 14:09:52	8	4	9	0	13	4	2	2	0	0	7	0	0	1	0	0	0	sousse	1
photo	post_user_1008279892518211	1008279892518211_1662411327105061	https://www.facebook.com/1008279892518211/posts/1662411327105061	ﺳﻘﻄﺖ ﻃﺎﺋﺮﺓ ﻓﻮﻕ ﻏﺎﺑﺎﺕ ﺍﻷﻣﺎﺯﻭﻥ ، ﻭﻣﺎﺕ ﻛﻞ ﺍﻟﺮﻛﺎﺏ ، ﻋﺪﺍ ﺛﻼﺛﺔ ﺃﺷﺨﺎﺹ ﻛﺘﺐ ﺍﻟﻠﻪ ﻟﻬﻢ ﺍﻟﻨﺠﺎﺓ . أﺣﺪﻫﻢ ﺃﻣﺮيكي ﻭﺍﻟﺜﺎﻧﻲ ﺭﻭﺳﻲ ﻭﺍﻟﺜﺎﻟﺚ تونسی . ﻓﺎﻋﺘﻘﻠﺘﻬﻢ إحدى ﻗﺒﺎﺋﻞ ﺍﻟﻬﻨﻮﺩ ﺍﻟﺤﻤﺮ ﻫﻨﺎﻙ ، وأخذوهم ﻟﺰﻋﻴﻢ ﺍﻟﻘﺒﻴﻠﺔ .. ﻭﺑﻤﺎ ﺃﻥ ﺍﻟﻘﺎﻧﻮﻥ ﺍﻟﻤﻌﻤﻮﻝ ﺑﻪ ﻓﻲ ﺍﻟﻘﺒﻴﻠﺔ ﻫﻮ ﻗﺘﻞ ﻛﻞ ﺃﺟﻨﺒﻲ ،ﻟﺬﺍ ﻗﺮﺭ ﺯﻋﻴﻤﻬﻢ إعدامهم ﻓﺎﻟﺘﻔﺖ ﺍﻟﺮﻭﺳﻲ ﻟﻸﻣﺮيكي ﻭالتونسی ﻭﻗﺎﻝ ﻟﻬﻢ : ﺑﻤﺎ ﺃﻥ ﺍﻟﻤﻌﺮﻭﻑ ﻋﻨﺎ ﻧﺤﻦ ﺍﻟﺮﻭﺱ ﺇﻃﻼﻕ ﺍﻟﻤﺒﺎﺩﺭﺍﺕ ﺍﻟﺴﻠﻤﻴﺔ ﻓﻲ ﺃﺣﻠﻚ ﺍﻷﺯﻣﺎﺕ ، ﻟﺬﺍ ﺳﺄﻃﻠﻖ ﻣﺒﺎﺩﺭﺓ لعلها ﺗﻼﻗﻲ ﻗﺒﻮﻻً ﻋﻨﺪ ﻫﺬﻩ ﺍﻟﻘﺒﻴﻠﺔ ﻭﺗﺨﺮﺟﻨﺎ ﻣﻦ ﻣﺄﺯﻗﻨﺎ ، ﻋﺮﺽ ﺍﻟﺮﻭﺳﻲ ﻣﺒﺎﺩﺭﺗﻪ ﻋﻠﻰ ﺍﻟﺰﻋﻴﻢ ﻗﺎﺋﻼً : ﻛﻞ ﺭﻫﻴﻨﺔ ﺗﻄﺮﺡ ﺳﺆﺍﻝ ﻋﻠﻰ ﺍﻟﻘﺒﻴﻠﺔ ﻓﺈﻥ ﻟﻢ ﻳﻌﺮﻓﻮﺍ ﺍﻟﺠﻮﺍﺏ ’ﻳﺨﻠﻮﻥ ﺳﺒﻴﻠﻪ ، ﻭﻳﺼﺒﺢ ﺯﻋﻴﻤﺎ ﻋﻠﻴﻬﻢ . ﻭﺍﻥ ﻋﺮﻓﻮﻩ ’ ﺗﻌﺪﻡ الرهينة !! ﻫﺰ ﺯﻋﻴﻢ ﺍﻟﻘﺒﻴﻠﺔ ﺭﺃﺳﻪ ﻣﻮﺍﻓﻘﺎ ،،،،ﺛﻢ ﺃﺷﺎﺭ إلى ﺍﻷﻣﺮيكي ﺃﻥ ﻳﻄﺮﺡ ﺳﺆﺍﻟﻪ . ﺗﺬﻛﺮ ﺍﻟﺮﻫﻴﻨﺔ ﺍﻷﻣﺮيكي ﺳﺆﺍﻻّ ﻭﺍﺣﺪﺍ ﻓﻘﻂ : ﻣﻦ ﻫﻮ ﻛﺮﻳﺴﺘﻮﻓﺮ ﻛﻮﻟﻤﺒﻮﺱ ؟؟. ﺍﺟﺘﻤﻌﺖ ﺍﻟﻘﺒﻴﻠﺔ ﻣﻊ ﺯﻋﻴﻤﻬﻢ ﺣﻮﺍﻟﻲ 6 ساعات و في ذلك الوقت طهوي أشهى اللحوم من غزلان و أرانب و أكلوا أشهى الفواكه من جوز الهند ، موز و أناناس ، مع الرقص حول النار هته عادتهه ، ﺧﺮﺝ ﺑﻌﺪﻫﺎ ﺯﻋﻴﻤﻬﻢ ، ﻭﻗﺎﻝ : ﻛﻮﻟﻤﺒﻮﺱ .. ’ ﻣﻜﺘﺸﻒ ﺃﻣﻴﺮﻛﺎ ﻃﺄﻃﺄ ﺍﻷﻣﺮيكي ﺭﺃﺳﻪ ﻭ ’ ﺟﺮ ﺍﻟﻰ ﺍﻻﻋﺪﺍﻡ،،، ﺟﺎﺀ ﺩﻭﺭ ﺍﻟﺮﻭﺳﻲ . ﻓﺴﺄﻝ ﺯﻋﻴﻢ ﺍﻟﻘﺒﻴﻠﺔ : ﻣﻦ ﻫﻮ ﻟﻴﻨﻴﻦ ؟ ﺭﺟﻊ ﺃﻓﺮﺍﺩ ﺍﻟﻘﺒﻴﻠﺔ ﻟﻼﺟﺘﻤﺎﻉ ﻣﻊ ﺯﻋﻴﻤﻬﻢﺣﻮﺍﻟﻲ ساعات و في ذلك الوقت طهوي أشهى اللحوم من غزلان و أرانب و أكلوا أشهى الفواكه من جوز الهند ، موز و أناناس ، مع الهرج الرقص حول النار هته عادتهه كما تعلمون، ﺧﺮﺝ ﺑﻌﺪﻫﺎ ﺍﻟﺰﻋﻴﻢ ﻣﻦ ﺧﻴﻤﺘﻪ ﻗﺎﺋﻼ : ﺃﻧﻪ ﻣﺆﺳﺲ ﺍﻟﺸﻴﻮﻋﻴﺔ .. ﻓﺄﺧﺬ ﺍﻟﺮﻭﺳﻲ ﻭ ’ﺃﻋﺪﻡ ،،، ﺛﻢ ﺟﺎﺀ ﺩﻭﺭ التونسی ، ﻭﺳﺄﻝ : ﻣﺎ ﻫﻮ ﺩﻭﺭ ﺍﻟﺒﺮﻟﻤﺎن التونسی ؟؟؟؟ ﺩﺧﻞ ﺍﻟﺰﻋﻴﻢ إلى ﺧﻴﻤﺘﻪ ﻭﺗﺒﻌﻪ ﻋﺸﺮﺓ ﻣﻦ ﺣﻜﻤﺎﺀ ﺍﻟﻘﺒﻴﻠﺔ، ﻭﺍﺟﺘﻤﻌﻮﺍ ﻋﻠﻰ ﻣﺎ ﻳﺰﻳﺪ ﻋﻦ ﺧﻤﺲ ﻋﺸﺮﺓ ﺳﺎﻋﺔ .و في ذلك الوقت طهوي أشهى اللحوم من غزلان و أرانب و أكلوا أشهى الفواكه من جوز الهند ، موز و أناناس ، مع الهرج الرقص حول النار هته عادتهه كما ذكرت سابقا ،.ﺛﻢ ﺧﺮﺝ ﺯﻋﻴﻤﻬﻢ ﻣﻄﺄﻃﺄ ﺍﻟﺮﺃﺱ ﻗﺎﺋﻼً : ﺣﻘﻴﻘﺔ ﻻ ﻧﻌﺮﻑ .! ، فأصبح التونسی ﺯﻋﻴﻤﻬﻢ ، ﻭﺗﺰﻭﺝ ﻣﻨﻬﻢ ، . ﻭﺳﺄﻟﻮﻩ : ﻣﺎ ﺍﻟﺠﻮﺍﺏ؟ ﻗﺎﻝ : إنهم ﻣﺜﻠﻜﻢ .. ﻳﺠﺘﻤﻌﻮﻥ ﻭ ﻳﺠﺘﻤﻌﻮﻥ يأكلون يشربون يهرجون ويرقصون ﺛﻢ ﻳﺨﺮﺟﻮﻥ ﺑﻘﺮﺍﺭ ﻳﻘﺘﻠﻮﻥ ﺑﻪ ﺍﻟﻤﻮﺍﻃﻦ....... ...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20882051_1626903050688399_8021799880478526529_n.jpg?oh=db11f99473f9026db861fedcbb6a8cce&oe=5A1B3E53	https://scontent.xx.fbcdn.net/v/t1.0-9/20882051_1626903050688399_8021799880478526529_n.jpg?oh=b301fbfc5fe63754444f5b29f6a212a3&oe=5A5BB838	https://www.facebook.com/photo.php?fbid=1626903050688399&set=gm.1662411327105061&type=3	facebook.com	2017-08-15T12:32:40+0000	1502800360	2017-08-15 14:32:40	684	32	935	0	967	32	31	1	41	0	682	42	4	197	2	1	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1670501402962720	https://www.facebook.com/1008279892518211/posts/1670501402962720	بنزرت على مستوى شارعها الرئيسي الحبيب بورڨيبة... الرصيف للسيّارات و المواطن فليتدبّر أمره!!!  #سيّب_التروتوار #رجّع_الشنڨال #إردع	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20992661_476816936018807_5974632640361386667_n.jpg?oh=091237366197c010e5425754661db0e8&oe=5A171DE8	https://scontent.xx.fbcdn.net/v/t1.0-9/q81/s720x720/20992661_476816936018807_5974632640361386667_n.jpg?oh=33bdf6a9e48425781d2ae7d73bd1ad0c&oe=5A1C68BC	https://www.facebook.com/442871176080050/photos/a.444549329245568.1073741828.442871176080050/476816936018807/?type=3	facebook.com	2017-08-22T22:22:11+0000	1503440531	2017-08-23 00:22:11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bizert	1
photo	post_user_1008279892518211	1008279892518211_1666495256696668	https://www.facebook.com/1008279892518211/posts/1666495256696668	David Pawlo shared ‎Delta tunisie دلتا تونس‎ s post to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20842109_1679821025402655_5894088660725773573_n.jpg?oh=1c478db5e314d5fd387b8b4c2cd5614b&oe=5A49EC34	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20842109_1679821025402655_5894088660725773573_n.jpg?oh=30f0ba8836e82fc4a20d6c2a2b6b13bb&oe=5A5C9021	https://www.facebook.com/630521226999312/photos/a.1104390809612349.1073741887.630521226999312/1679821025402655/?type=3	facebook.com	2017-08-19T12:35:47+0000	1503146147	2017-08-19 14:35:47	17	8	18	2	28	8	3	5	4	0	17	0	0	0	0	1	0	tunis	1
video	post_user_1008279892518211	1008279892518211_1667355293277331	https://www.facebook.com/1008279892518211/posts/1667355293277331	Sofiane Essid shared ‎حملة ضد الرشوة و السرقة في الديوانة التونسية‎ s video to the group: WINOU ETROTTOIR???...	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/20989791_1967402240145004_7362203750758350848_n.jpg?oh=e152bfa5d988e80111fe120a0688149a&oe=5A1E2381	https://scontent.xx.fbcdn.net/v/t15.0-10/20989791_1967402240145004_7362203750758350848_n.jpg?oh=16652c33dd03faa679e67f9992931735&oe=5A1299FA	https://www.facebook.com/DouaneTunisienn/videos/1967401943478367/	facebook.com	2017-08-20T07:57:20+0000	1503215840	2017-08-20 09:57:20	8	0	9	7	16	0	0	0	0	0	8	0	1	0	0	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1666416890037838	https://www.facebook.com/1008279892518211/posts/1666416890037838	تعرض شاب يوم 14 أوت الفارط الى عملية براكاج في قلب مدينة #قليبية قبالة مقهى المكي التاريخية تمثل في افتكاك دراجته النارية التي كان يمتطيها رفقة خطيبته من قبل لص و بعد وقت وجيز من هذه العملية  الجبانة وجد الضحية مساعدة من شخص يدعى #أسامة_الأنقليز يملك سيارة حيث رافقه على متنها  و اتجها نحو طريق منزل تميم و عندما شاهدا اللص على متن الدراجة المسروقة( أمام دار فولسفاقن) فتح إحدهما باب السيارة فترك هذا اللص الدراجة ملقاة على الارض و فرّ مسرعا في اتجاه الحقول ، عندها أخذ الضحية دراجته و سار بها امام  السيارة و عند عبورهما لأول منخفض للسرعة (دودان ) بمدخل مدينة قليبية وجدا أمامهما عصابة من عدة أنفار مدججة بالعصي و الحجارة و الأسلحة البيضاء و سرعان ما قاموا بتهشيم السيارة كما تشاهدون في الصورة ليتجه صاحبها مسرعا و مذعورا نحو مركز الشرطة بقليبية أين  قدم شكاية في الغرض فكان الرد هناك  هكذا : العصابة موجودة في بلدة #سيدي_جمال_الدين و مدينة #منزل_تميم و نعرف جيّدا أنفارها و لكن ليست لدينا الإمكانيات البشرية الكافية للقبض عليها ..... و الى الان المجرمون  يرتعون     رواه إلينا صاحب السيارة #أسامة_الأنقليز 	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20841806_1390871437615406_655243175029065672_n.jpg?oh=0e210d53a3fbf2f5886e525f6b744707&oe=5A530210	https://scontent.xx.fbcdn.net/v/t1.0-9/20841806_1390871437615406_655243175029065672_n.jpg?oh=9fb46849b90b040ffe33a229401da2a5&oe=5A59578D	https://www.facebook.com/photo.php?fbid=1390871437615406&set=gm.1666416890037838&type=3	facebook.com	2017-08-19T10:48:55+0000	1503139735	2017-08-19 12:48:55	27	14	59	35	108	14	8	6	21	0	27	0	12	1	5	13	0	kef	1
photo	post_user_1008279892518211	1008279892518211_1666905469988980	https://www.facebook.com/1008279892518211/posts/1666905469988980	Wini tounes?	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20914507_1540015269374737_8969683054873037104_n.jpg?oh=67a4c336d41fe6cdc80c79da98456768&oe=5A1A470B	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/20914507_1540015269374737_8969683054873037104_n.jpg?oh=33865893f0a652e4565257aa68d1c05b&oe=5A5AF077	https://www.facebook.com/FOO5AR/photos/a.1183883018321299.1073741829.1182891718420429/1540015269374737/?type=3	facebook.com	2017-08-19T20:53:50+0000	1503176030	2017-08-19 22:53:50	3	2	8	9	19	2	2	0	0	0	3	0	2	2	1	0	0	tunis	1
photo	post_user_1008279892518211	1008279892518211_1666282963384564	https://www.facebook.com/1008279892518211/posts/1666282963384564	مع الموجات الايجابية لنهاية الاسبوع 🙂 من المدينة العتيقة بسوسة 😎	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/20882174_10207719020013747_6173276853643610086_n.jpg?oh=d3c265073efbc7dd6cff0e9d2eb6f226&oe=5A16061D	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/20882174_10207719020013747_6173276853643610086_n.jpg?oh=441c013d7fde0a3cb155815aa468bc8a&oe=5A47E210	https://www.facebook.com/photo.php?fbid=10207719020013747&set=gm.1666282963384564&type=3	facebook.com	2017-08-19T06:47:28+0000	1503125248	2017-08-19 08:47:28	63	1	77	0	78	1	1	0	1	0	63	14	0	0	0	0	0	sousse	1
